Serie,Habitat,Site,Exposure,Depht,Transect,Quad,Subcategory,Cover
7867,Kelp,Quintay,protected,shallow,2,4,Crustaceo,0
7868,Kelp,Quintay,protected,shallow,2,4,Entalphora,0
7869,Kelp,Quintay,protected,shallow,2,4,Erizos,0
7870,Kelp,Quintay,protected,shallow,2,4,Estrella,0
7871,Kelp,Quintay,protected,shallow,2,4,Gastropodo,0
7872,Kelp,Quintay,protected,shallow,2,4,Heliaster helianthus,0
7873,Kelp,Quintay,protected,shallow,2,4,Hidrozoo,0
7874,Kelp,Quintay,protected,shallow,2,4,Opistobranchio,0
7875,Kelp,Quintay,protected,shallow,2,4,Sponge,0
7876,Kelp,Quintay,protected,shallow,2,4,Poliqueto,0
7877,Kelp,Quintay,protected,shallow,2,4,Tunicado,0
7878,Kelp,Quintay,protected,shallow,2,4,Peces,0
7879,Kelp,Quintay,protected,shallow,2,4,Shadow,0
7880,Kelp,Quintay,protected,shallow,2,4,Tape,0
7881,Kelp,Quintay,protected,shallow,2,4,Wand,0
7882,Kelp,Quintay,protected,shallow,2,5,Boulder,0
7883,Kelp,Quintay,protected,shallow,2,5,Conchuela,0
7884,Kelp,Quintay,protected,shallow,2,5,Rock,0
7885,Kelp,Quintay,protected,shallow,2,5,Rock,0
7886,Kelp,Quintay,protected,shallow,2,5,Rock,0
7887,Kelp,Quintay,protected,shallow,2,5,Rock,0
7888,Kelp,Quintay,protected,shallow,2,5,Sand,0
7889,Kelp,Quintay,protected,shallow,2,5,Corallina spp.,0
7890,Kelp,Quintay,protected,shallow,2,5,Crustosa verde,2.083333333
7891,Kelp,Quintay,protected,shallow,2,5,Gelidium spp.,0
7892,Kelp,Quintay,protected,shallow,2,5,Hildenbrandia,4.166666667
7893,Kelp,Quintay,protected,shallow,2,5,Algae indet,0
7894,Kelp,Quintay,protected,shallow,2,5,Lessonia,0
7895,Kelp,Quintay,protected,shallow,2,5,Lithothamnium,91.66666667
7896,Kelp,Quintay,protected,shallow,2,5,Filamentous,0
7897,Kelp,Quintay,protected,shallow,2,5,Filamentous,2.083333333
7898,Kelp,Quintay,protected,shallow,2,5,Ralfsia confusa,0
7899,Kelp,Quintay,protected,shallow,2,5,Lessonia skeleton,0
7900,Kelp,Quintay,protected,shallow,2,5,Anemona ,0
7901,Kelp,Quintay,protected,shallow,2,5,Calleporella,0
7902,Kelp,Quintay,protected,shallow,2,5,Chiton,0
7903,Kelp,Quintay,protected,shallow,2,5,Cirripedios,0
7904,Kelp,Quintay,protected,shallow,2,5,Crustaceo,0
7905,Kelp,Quintay,protected,shallow,2,5,Entalphora,0
7906,Kelp,Quintay,protected,shallow,2,5,Erizos,0
7907,Kelp,Quintay,protected,shallow,2,5,Estrella,0
7908,Kelp,Quintay,protected,shallow,2,5,Gastropodo,0
7909,Kelp,Quintay,protected,shallow,2,5,Heliaster helianthus,0
7910,Kelp,Quintay,protected,shallow,2,5,Hidrozoo,0
7911,Kelp,Quintay,protected,shallow,2,5,Opistobranchio,0
7912,Kelp,Quintay,protected,shallow,2,5,Sponge,0
7913,Kelp,Quintay,protected,shallow,2,5,Poliqueto,0
7914,Kelp,Quintay,protected,shallow,2,5,Tunicado,0
7915,Kelp,Quintay,protected,shallow,2,5,Peces,0
7916,Kelp,Quintay,protected,shallow,2,5,Shadow,0
7917,Kelp,Quintay,protected,shallow,2,5,Tape,4
7918,Kelp,Quintay,protected,shallow,2,5,Wand,0
7919,Kelp,Quintay,protected,shallow,2,6,Boulder,0
7920,Kelp,Quintay,protected,shallow,2,6,Conchuela,0
7921,Kelp,Quintay,protected,shallow,2,6,Rock,0
7922,Kelp,Quintay,protected,shallow,2,6,Rock,0
7923,Kelp,Quintay,protected,shallow,2,6,Rock,0
7924,Kelp,Quintay,protected,shallow,2,6,Rock,0
7925,Kelp,Quintay,protected,shallow,2,6,Sand,0
7926,Kelp,Quintay,protected,shallow,2,6,Corallina spp.,0
7927,Kelp,Quintay,protected,shallow,2,6,Crustosa verde,4
7928,Kelp,Quintay,protected,shallow,2,6,Gelidium spp.,0
7929,Kelp,Quintay,protected,shallow,2,6,Hildenbrandia,6
7930,Kelp,Quintay,protected,shallow,2,6,Algae indet,0
7931,Kelp,Quintay,protected,shallow,2,6,Lessonia,0
7932,Kelp,Quintay,protected,shallow,2,6,Lithothamnium,90
7933,Kelp,Quintay,protected,shallow,2,6,Filamentous,0
7934,Kelp,Quintay,protected,shallow,2,6,Filamentous,0
7935,Kelp,Quintay,protected,shallow,2,6,Ralfsia confusa,0
7936,Kelp,Quintay,protected,shallow,2,6,Lessonia skeleton,0
7937,Kelp,Quintay,protected,shallow,2,6,Anemona ,0
7938,Kelp,Quintay,protected,shallow,2,6,Calleporella,0
7939,Kelp,Quintay,protected,shallow,2,6,Chiton,0
7940,Kelp,Quintay,protected,shallow,2,6,Cirripedios,0
7941,Kelp,Quintay,protected,shallow,2,6,Crustaceo,0
7942,Kelp,Quintay,protected,shallow,2,6,Entalphora,0
7943,Kelp,Quintay,protected,shallow,2,6,Erizos,0
7944,Kelp,Quintay,protected,shallow,2,6,Estrella,0
7945,Kelp,Quintay,protected,shallow,2,6,Gastropodo,0
7946,Kelp,Quintay,protected,shallow,2,6,Heliaster helianthus,0
7947,Kelp,Quintay,protected,shallow,2,6,Hidrozoo,0
7948,Kelp,Quintay,protected,shallow,2,6,Opistobranchio,0
7949,Kelp,Quintay,protected,shallow,2,6,Sponge,0
7950,Kelp,Quintay,protected,shallow,2,6,Poliqueto,0
7951,Kelp,Quintay,protected,shallow,2,6,Tunicado,0
7952,Kelp,Quintay,protected,shallow,2,6,Peces,0
7953,Kelp,Quintay,protected,shallow,2,6,Shadow,0
7954,Kelp,Quintay,protected,shallow,2,6,Tape,0
7955,Kelp,Quintay,protected,shallow,2,6,Wand,0
7956,Kelp,Quintay,protected,shallow,2,7,Boulder,0
7957,Kelp,Quintay,protected,shallow,2,7,Conchuela,0
7958,Kelp,Quintay,protected,shallow,2,7,Rock,0
7959,Kelp,Quintay,protected,shallow,2,7,Rock,0
7960,Kelp,Quintay,protected,shallow,2,7,Rock,0
7961,Kelp,Quintay,protected,shallow,2,7,Rock,0
7962,Kelp,Quintay,protected,shallow,2,7,Sand,0
7963,Kelp,Quintay,protected,shallow,2,7,Corallina spp.,0
7964,Kelp,Quintay,protected,shallow,2,7,Crustosa verde,2.040816327
7965,Kelp,Quintay,protected,shallow,2,7,Gelidium spp.,0
7966,Kelp,Quintay,protected,shallow,2,7,Hildenbrandia,0
7967,Kelp,Quintay,protected,shallow,2,7,Algae indet,0
7968,Kelp,Quintay,protected,shallow,2,7,Lessonia,0
7969,Kelp,Quintay,protected,shallow,2,7,Lithothamnium,97.95918367
7970,Kelp,Quintay,protected,shallow,2,7,Filamentous,0
7971,Kelp,Quintay,protected,shallow,2,7,Filamentous,0
7972,Kelp,Quintay,protected,shallow,2,7,Ralfsia confusa,0
7973,Kelp,Quintay,protected,shallow,2,7,Lessonia skeleton,0
7974,Kelp,Quintay,protected,shallow,2,7,Anemona ,0
7975,Kelp,Quintay,protected,shallow,2,7,Calleporella,0
7976,Kelp,Quintay,protected,shallow,2,7,Chiton,0
7977,Kelp,Quintay,protected,shallow,2,7,Cirripedios,0
7978,Kelp,Quintay,protected,shallow,2,7,Crustaceo,0
7979,Kelp,Quintay,protected,shallow,2,7,Entalphora,0
7980,Kelp,Quintay,protected,shallow,2,7,Erizos,0
7981,Kelp,Quintay,protected,shallow,2,7,Estrella,0
7982,Kelp,Quintay,protected,shallow,2,7,Gastropodo,0
7983,Kelp,Quintay,protected,shallow,2,7,Heliaster helianthus,0
7984,Kelp,Quintay,protected,shallow,2,7,Hidrozoo,0
7985,Kelp,Quintay,protected,shallow,2,7,Opistobranchio,0
7986,Kelp,Quintay,protected,shallow,2,7,Sponge,0
7987,Kelp,Quintay,protected,shallow,2,7,Poliqueto,0
7988,Kelp,Quintay,protected,shallow,2,7,Tunicado,0
7989,Kelp,Quintay,protected,shallow,2,7,Peces,0
7990,Kelp,Quintay,protected,shallow,2,7,Shadow,2
7991,Kelp,Quintay,protected,shallow,2,7,Tape,0
7992,Kelp,Quintay,protected,shallow,2,7,Wand,0
7993,Kelp,Quintay,protected,shallow,2,8,Boulder,0
7994,Kelp,Quintay,protected,shallow,2,8,Conchuela,0
7995,Kelp,Quintay,protected,shallow,2,8,Rock,0
7996,Kelp,Quintay,protected,shallow,2,8,Rock,0
7997,Kelp,Quintay,protected,shallow,2,8,Rock,0
7998,Kelp,Quintay,protected,shallow,2,8,Rock,0
7999,Kelp,Quintay,protected,shallow,2,8,Sand,0
8000,Kelp,Quintay,protected,shallow,2,8,Corallina spp.,0
8001,Kelp,Quintay,protected,shallow,2,8,Crustosa verde,6.25
8002,Kelp,Quintay,protected,shallow,2,8,Gelidium spp.,0
8003,Kelp,Quintay,protected,shallow,2,8,Hildenbrandia,2.083333333
8004,Kelp,Quintay,protected,shallow,2,8,Algae indet,0
8005,Kelp,Quintay,protected,shallow,2,8,Lessonia,0
8006,Kelp,Quintay,protected,shallow,2,8,Lithothamnium,91.66666667
8007,Kelp,Quintay,protected,shallow,2,8,Filamentous,0
8008,Kelp,Quintay,protected,shallow,2,8,Filamentous,0
8009,Kelp,Quintay,protected,shallow,2,8,Ralfsia confusa,0
8010,Kelp,Quintay,protected,shallow,2,8,Lessonia skeleton,0
8011,Kelp,Quintay,protected,shallow,2,8,Anemona ,0
8012,Kelp,Quintay,protected,shallow,2,8,Calleporella,0
8013,Kelp,Quintay,protected,shallow,2,8,Chiton,0
8014,Kelp,Quintay,protected,shallow,2,8,Cirripedios,0
8015,Kelp,Quintay,protected,shallow,2,8,Crustaceo,0
8016,Kelp,Quintay,protected,shallow,2,8,Entalphora,0
8017,Kelp,Quintay,protected,shallow,2,8,Erizos,0
8018,Kelp,Quintay,protected,shallow,2,8,Estrella,0
8019,Kelp,Quintay,protected,shallow,2,8,Gastropodo,0
8020,Kelp,Quintay,protected,shallow,2,8,Heliaster helianthus,0
8021,Kelp,Quintay,protected,shallow,2,8,Hidrozoo,0
8022,Kelp,Quintay,protected,shallow,2,8,Opistobranchio,0
8023,Kelp,Quintay,protected,shallow,2,8,Sponge,0
8024,Kelp,Quintay,protected,shallow,2,8,Poliqueto,0
8025,Kelp,Quintay,protected,shallow,2,8,Tunicado,0
8026,Kelp,Quintay,protected,shallow,2,8,Peces,0
8027,Kelp,Quintay,protected,shallow,2,8,Shadow,2
8028,Kelp,Quintay,protected,shallow,2,8,Tape,2
8029,Kelp,Quintay,protected,shallow,2,8,Wand,0
8030,Kelp,Quintay,protected,shallow,2,9,Boulder,2.083333333
8031,Kelp,Quintay,protected,shallow,2,9,Conchuela,0
8032,Kelp,Quintay,protected,shallow,2,9,Rock,0
8033,Kelp,Quintay,protected,shallow,2,9,Rock,0
8034,Kelp,Quintay,protected,shallow,2,9,Rock,2.083333333
8035,Kelp,Quintay,protected,shallow,2,9,Rock,0
8036,Kelp,Quintay,protected,shallow,2,9,Sand,0
8037,Kelp,Quintay,protected,shallow,2,9,Corallina spp.,0
8038,Kelp,Quintay,protected,shallow,2,9,Crustosa verde,12.5
8039,Kelp,Quintay,protected,shallow,2,9,Gelidium spp.,0
8040,Kelp,Quintay,protected,shallow,2,9,Hildenbrandia,8.333333333
8041,Kelp,Quintay,protected,shallow,2,9,Algae indet,0
8042,Kelp,Quintay,protected,shallow,2,9,Lessonia,0
8043,Kelp,Quintay,protected,shallow,2,9,Lithothamnium,75
8044,Kelp,Quintay,protected,shallow,2,9,Filamentous,0
8045,Kelp,Quintay,protected,shallow,2,9,Filamentous,0
8046,Kelp,Quintay,protected,shallow,2,9,Ralfsia confusa,0
8047,Kelp,Quintay,protected,shallow,2,9,Lessonia skeleton,0
8048,Kelp,Quintay,protected,shallow,2,9,Anemona ,0
8049,Kelp,Quintay,protected,shallow,2,9,Calleporella,0
8050,Kelp,Quintay,protected,shallow,2,9,Chiton,0
8051,Kelp,Quintay,protected,shallow,2,9,Cirripedios,0
8052,Kelp,Quintay,protected,shallow,2,9,Crustaceo,0
8053,Kelp,Quintay,protected,shallow,2,9,Entalphora,0
8054,Kelp,Quintay,protected,shallow,2,9,Erizos,0
8055,Kelp,Quintay,protected,shallow,2,9,Estrella,0
8056,Kelp,Quintay,protected,shallow,2,9,Gastropodo,0
8057,Kelp,Quintay,protected,shallow,2,9,Heliaster helianthus,0
8058,Kelp,Quintay,protected,shallow,2,9,Hidrozoo,0
8059,Kelp,Quintay,protected,shallow,2,9,Opistobranchio,0
8060,Kelp,Quintay,protected,shallow,2,9,Sponge,0
8061,Kelp,Quintay,protected,shallow,2,9,Poliqueto,0
8062,Kelp,Quintay,protected,shallow,2,9,Tunicado,0
8063,Kelp,Quintay,protected,shallow,2,9,Peces,0
8064,Kelp,Quintay,protected,shallow,2,9,Shadow,4
8065,Kelp,Quintay,protected,shallow,2,9,Tape,0
8066,Kelp,Quintay,protected,shallow,2,9,Wand,0
8067,Kelp,Quintay,protected,shallow,3,1,Boulder,0
8068,Kelp,Quintay,protected,shallow,3,1,Conchuela,0
8069,Kelp,Quintay,protected,shallow,3,1,Rock,0
8070,Kelp,Quintay,protected,shallow,3,1,Rock,0
8071,Kelp,Quintay,protected,shallow,3,1,Rock,0
8072,Kelp,Quintay,protected,shallow,3,1,Rock,0
8073,Kelp,Quintay,protected,shallow,3,1,Sand,0
8074,Kelp,Quintay,protected,shallow,3,1,Corallina spp.,0
8075,Kelp,Quintay,protected,shallow,3,1,Crustosa verde,4.347826087
8076,Kelp,Quintay,protected,shallow,3,1,Gelidium spp.,0
8077,Kelp,Quintay,protected,shallow,3,1,Hildenbrandia,26.08695652
8078,Kelp,Quintay,protected,shallow,3,1,Algae indet,0
8079,Kelp,Quintay,protected,shallow,3,1,Lessonia,0
8080,Kelp,Quintay,protected,shallow,3,1,Lithothamnium,69.56521739
8081,Kelp,Quintay,protected,shallow,3,1,Filamentous,0
8082,Kelp,Quintay,protected,shallow,3,1,Filamentous,0
8083,Kelp,Quintay,protected,shallow,3,1,Ralfsia confusa,0
8084,Kelp,Quintay,protected,shallow,3,1,Lessonia skeleton,0
8085,Kelp,Quintay,protected,shallow,3,1,Anemona ,0
8086,Kelp,Quintay,protected,shallow,3,1,Calleporella,0
8087,Kelp,Quintay,protected,shallow,3,1,Chiton,0
8088,Kelp,Quintay,protected,shallow,3,1,Cirripedios,0
8089,Kelp,Quintay,protected,shallow,3,1,Crustaceo,0
8090,Kelp,Quintay,protected,shallow,3,1,Entalphora,0
8091,Kelp,Quintay,protected,shallow,3,1,Erizos,0
8092,Kelp,Quintay,protected,shallow,3,1,Estrella,0
8093,Kelp,Quintay,protected,shallow,3,1,Gastropodo,0
8094,Kelp,Quintay,protected,shallow,3,1,Heliaster helianthus,0
8095,Kelp,Quintay,protected,shallow,3,1,Hidrozoo,0
8096,Kelp,Quintay,protected,shallow,3,1,Opistobranchio,0
8097,Kelp,Quintay,protected,shallow,3,1,Sponge,0
8098,Kelp,Quintay,protected,shallow,3,1,Poliqueto,0
8099,Kelp,Quintay,protected,shallow,3,1,Tunicado,0
8100,Kelp,Quintay,protected,shallow,3,1,Peces,0
8101,Kelp,Quintay,protected,shallow,3,1,Shadow,2
8102,Kelp,Quintay,protected,shallow,3,1,Tape,6
8103,Kelp,Quintay,protected,shallow,3,1,Wand,0
8104,Kelp,Quintay,protected,shallow,3,2,Boulder,0
8105,Kelp,Quintay,protected,shallow,3,2,Conchuela,0
8106,Kelp,Quintay,protected,shallow,3,2,Rock,0
8107,Kelp,Quintay,protected,shallow,3,2,Rock,0
8108,Kelp,Quintay,protected,shallow,3,2,Rock,0
8109,Kelp,Quintay,protected,shallow,3,2,Rock,0
8110,Kelp,Quintay,protected,shallow,3,2,Sand,0
8111,Kelp,Quintay,protected,shallow,3,2,Corallina spp.,0
8112,Kelp,Quintay,protected,shallow,3,2,Crustosa verde,0
8113,Kelp,Quintay,protected,shallow,3,2,Gelidium spp.,0
8114,Kelp,Quintay,protected,shallow,3,2,Hildenbrandia,36
8115,Kelp,Quintay,protected,shallow,3,2,Algae indet,0
8116,Kelp,Quintay,protected,shallow,3,2,Lessonia,0
8117,Kelp,Quintay,protected,shallow,3,2,Lithothamnium,62
8118,Kelp,Quintay,protected,shallow,3,2,Filamentous,0
8119,Kelp,Quintay,protected,shallow,3,2,Filamentous,2
8120,Kelp,Quintay,protected,shallow,3,2,Ralfsia confusa,0
8121,Kelp,Quintay,protected,shallow,3,2,Lessonia skeleton,0
8122,Kelp,Quintay,protected,shallow,3,2,Anemona ,0
8123,Kelp,Quintay,protected,shallow,3,2,Calleporella,0
8124,Kelp,Quintay,protected,shallow,3,2,Chiton,0
8125,Kelp,Quintay,protected,shallow,3,2,Cirripedios,0
8126,Kelp,Quintay,protected,shallow,3,2,Crustaceo,0
8127,Kelp,Quintay,protected,shallow,3,2,Entalphora,0
8128,Kelp,Quintay,protected,shallow,3,2,Erizos,0
8129,Kelp,Quintay,protected,shallow,3,2,Estrella,0
8130,Kelp,Quintay,protected,shallow,3,2,Gastropodo,0
8131,Kelp,Quintay,protected,shallow,3,2,Heliaster helianthus,0
8132,Kelp,Quintay,protected,shallow,3,2,Hidrozoo,0
8133,Kelp,Quintay,protected,shallow,3,2,Opistobranchio,0
8134,Kelp,Quintay,protected,shallow,3,2,Sponge,0
8135,Kelp,Quintay,protected,shallow,3,2,Poliqueto,0
8136,Kelp,Quintay,protected,shallow,3,2,Tunicado,0
8137,Kelp,Quintay,protected,shallow,3,2,Peces,0
8138,Kelp,Quintay,protected,shallow,3,2,Shadow,0
8139,Kelp,Quintay,protected,shallow,3,2,Tape,0
8140,Kelp,Quintay,protected,shallow,3,2,Wand,0
8141,Kelp,Quintay,protected,shallow,3,3,Boulder,0
8142,Kelp,Quintay,protected,shallow,3,3,Conchuela,0
8143,Kelp,Quintay,protected,shallow,3,3,Rock,0
8144,Kelp,Quintay,protected,shallow,3,3,Rock,0
8145,Kelp,Quintay,protected,shallow,3,3,Rock,0
8146,Kelp,Quintay,protected,shallow,3,3,Rock,0
8147,Kelp,Quintay,protected,shallow,3,3,Sand,0
8148,Kelp,Quintay,protected,shallow,3,3,Corallina spp.,0
8149,Kelp,Quintay,protected,shallow,3,3,Crustosa verde,36
8150,Kelp,Quintay,protected,shallow,3,3,Gelidium spp.,0
8151,Kelp,Quintay,protected,shallow,3,3,Hildenbrandia,2
8152,Kelp,Quintay,protected,shallow,3,3,Algae indet,0
8153,Kelp,Quintay,protected,shallow,3,3,Lessonia,0
8154,Kelp,Quintay,protected,shallow,3,3,Lithothamnium,62
8155,Kelp,Quintay,protected,shallow,3,3,Filamentous,0
8156,Kelp,Quintay,protected,shallow,3,3,Filamentous,0
8157,Kelp,Quintay,protected,shallow,3,3,Ralfsia confusa,0
8158,Kelp,Quintay,protected,shallow,3,3,Lessonia skeleton,0
8159,Kelp,Quintay,protected,shallow,3,3,Anemona ,0
8160,Kelp,Quintay,protected,shallow,3,3,Calleporella,0
8161,Kelp,Quintay,protected,shallow,3,3,Chiton,0
8162,Kelp,Quintay,protected,shallow,3,3,Cirripedios,0
8163,Kelp,Quintay,protected,shallow,3,3,Crustaceo,0
8164,Kelp,Quintay,protected,shallow,3,3,Entalphora,0
8165,Kelp,Quintay,protected,shallow,3,3,Erizos,0
8166,Kelp,Quintay,protected,shallow,3,3,Estrella,0
8167,Kelp,Quintay,protected,shallow,3,3,Gastropodo,0
8168,Kelp,Quintay,protected,shallow,3,3,Heliaster helianthus,0
8169,Kelp,Quintay,protected,shallow,3,3,Hidrozoo,0
8170,Kelp,Quintay,protected,shallow,3,3,Opistobranchio,0
8171,Kelp,Quintay,protected,shallow,3,3,Sponge,0
8172,Kelp,Quintay,protected,shallow,3,3,Poliqueto,0
8173,Kelp,Quintay,protected,shallow,3,3,Tunicado,0
8174,Kelp,Quintay,protected,shallow,3,3,Peces,0
8175,Kelp,Quintay,protected,shallow,3,3,Shadow,0
8176,Kelp,Quintay,protected,shallow,3,3,Tape,0
8177,Kelp,Quintay,protected,shallow,3,3,Wand,0
8178,Kelp,Quintay,protected,shallow,3,4,Boulder,0
8179,Kelp,Quintay,protected,shallow,3,4,Conchuela,0
8180,Kelp,Quintay,protected,shallow,3,4,Rock,0
8181,Kelp,Quintay,protected,shallow,3,4,Rock,0
8182,Kelp,Quintay,protected,shallow,3,4,Rock,0
8183,Kelp,Quintay,protected,shallow,3,4,Rock,0
8184,Kelp,Quintay,protected,shallow,3,4,Sand,0
8185,Kelp,Quintay,protected,shallow,3,4,Corallina spp.,0
8186,Kelp,Quintay,protected,shallow,3,4,Crustosa verde,8.163265306
8187,Kelp,Quintay,protected,shallow,3,4,Gelidium spp.,0
8188,Kelp,Quintay,protected,shallow,3,4,Hildenbrandia,8.163265306
8189,Kelp,Quintay,protected,shallow,3,4,Algae indet,0
8190,Kelp,Quintay,protected,shallow,3,4,Lessonia,0
8191,Kelp,Quintay,protected,shallow,3,4,Lithothamnium,83.67346939
8192,Kelp,Quintay,protected,shallow,3,4,Filamentous,0
8193,Kelp,Quintay,protected,shallow,3,4,Filamentous,0
8194,Kelp,Quintay,protected,shallow,3,4,Ralfsia confusa,0
8195,Kelp,Quintay,protected,shallow,3,4,Lessonia skeleton,0
8196,Kelp,Quintay,protected,shallow,3,4,Anemona ,0
8197,Kelp,Quintay,protected,shallow,3,4,Calleporella,0
8198,Kelp,Quintay,protected,shallow,3,4,Chiton,0
8199,Kelp,Quintay,protected,shallow,3,4,Cirripedios,0
8200,Kelp,Quintay,protected,shallow,3,4,Crustaceo,0
8201,Kelp,Quintay,protected,shallow,3,4,Entalphora,0
8202,Kelp,Quintay,protected,shallow,3,4,Erizos,0
8203,Kelp,Quintay,protected,shallow,3,4,Estrella,0
8204,Kelp,Quintay,protected,shallow,3,4,Gastropodo,0
8205,Kelp,Quintay,protected,shallow,3,4,Heliaster helianthus,0
8206,Kelp,Quintay,protected,shallow,3,4,Hidrozoo,0
8207,Kelp,Quintay,protected,shallow,3,4,Opistobranchio,0
8208,Kelp,Quintay,protected,shallow,3,4,Sponge,0
8209,Kelp,Quintay,protected,shallow,3,4,Poliqueto,0
8210,Kelp,Quintay,protected,shallow,3,4,Tunicado,0
8211,Kelp,Quintay,protected,shallow,3,4,Peces,0
8212,Kelp,Quintay,protected,shallow,3,4,Shadow,2
8213,Kelp,Quintay,protected,shallow,3,4,Tape,0
8214,Kelp,Quintay,protected,shallow,3,4,Wand,0
8215,Kelp,Quintay,protected,shallow,3,5,Boulder,0
8216,Kelp,Quintay,protected,shallow,3,5,Conchuela,0
8217,Kelp,Quintay,protected,shallow,3,5,Rock,0
8218,Kelp,Quintay,protected,shallow,3,5,Rock,0
8219,Kelp,Quintay,protected,shallow,3,5,Rock,0
8220,Kelp,Quintay,protected,shallow,3,5,Rock,0
8221,Kelp,Quintay,protected,shallow,3,5,Sand,0
8222,Kelp,Quintay,protected,shallow,3,5,Corallina spp.,0
8223,Kelp,Quintay,protected,shallow,3,5,Crustosa verde,2
8224,Kelp,Quintay,protected,shallow,3,5,Gelidium spp.,0
8225,Kelp,Quintay,protected,shallow,3,5,Hildenbrandia,28
8226,Kelp,Quintay,protected,shallow,3,5,Algae indet,0
8227,Kelp,Quintay,protected,shallow,3,5,Lessonia,0
8228,Kelp,Quintay,protected,shallow,3,5,Lithothamnium,70
8229,Kelp,Quintay,protected,shallow,3,5,Filamentous,0
8230,Kelp,Quintay,protected,shallow,3,5,Filamentous,0
8231,Kelp,Quintay,protected,shallow,3,5,Ralfsia confusa,0
8232,Kelp,Quintay,protected,shallow,3,5,Lessonia skeleton,0
8233,Kelp,Quintay,protected,shallow,3,5,Anemona ,0
8234,Kelp,Quintay,protected,shallow,3,5,Calleporella,0
8235,Kelp,Quintay,protected,shallow,3,5,Chiton,0
8236,Kelp,Quintay,protected,shallow,3,5,Cirripedios,0
8237,Kelp,Quintay,protected,shallow,3,5,Crustaceo,0
8238,Kelp,Quintay,protected,shallow,3,5,Entalphora,0
8239,Kelp,Quintay,protected,shallow,3,5,Erizos,0
8240,Kelp,Quintay,protected,shallow,3,5,Estrella,0
8241,Kelp,Quintay,protected,shallow,3,5,Gastropodo,0
8242,Kelp,Quintay,protected,shallow,3,5,Heliaster helianthus,0
8243,Kelp,Quintay,protected,shallow,3,5,Hidrozoo,0
8244,Kelp,Quintay,protected,shallow,3,5,Opistobranchio,0
8245,Kelp,Quintay,protected,shallow,3,5,Sponge,0
8246,Kelp,Quintay,protected,shallow,3,5,Poliqueto,0
8247,Kelp,Quintay,protected,shallow,3,5,Tunicado,0
8248,Kelp,Quintay,protected,shallow,3,5,Peces,0
8249,Kelp,Quintay,protected,shallow,3,5,Shadow,0
8250,Kelp,Quintay,protected,shallow,3,5,Tape,0
8251,Kelp,Quintay,protected,shallow,3,5,Wand,0
8252,Kelp,Quintay,protected,shallow,3,6,Boulder,0
8253,Kelp,Quintay,protected,shallow,3,6,Conchuela,0
8254,Kelp,Quintay,protected,shallow,3,6,Rock,0
8255,Kelp,Quintay,protected,shallow,3,6,Rock,0
8256,Kelp,Quintay,protected,shallow,3,6,Rock,0
8257,Kelp,Quintay,protected,shallow,3,6,Rock,0
8258,Kelp,Quintay,protected,shallow,3,6,Sand,0
8259,Kelp,Quintay,protected,shallow,3,6,Corallina spp.,0
8260,Kelp,Quintay,protected,shallow,3,6,Crustosa verde,8
8261,Kelp,Quintay,protected,shallow,3,6,Gelidium spp.,0
8262,Kelp,Quintay,protected,shallow,3,6,Hildenbrandia,14
8263,Kelp,Quintay,protected,shallow,3,6,Algae indet,2
8264,Kelp,Quintay,protected,shallow,3,6,Lessonia,0
8265,Kelp,Quintay,protected,shallow,3,6,Lithothamnium,74
8266,Kelp,Quintay,protected,shallow,3,6,Filamentous,0
8267,Kelp,Quintay,protected,shallow,3,6,Filamentous,2
8268,Kelp,Quintay,protected,shallow,3,6,Ralfsia confusa,0
8269,Kelp,Quintay,protected,shallow,3,6,Lessonia skeleton,0
8270,Kelp,Quintay,protected,shallow,3,6,Anemona ,0
8271,Kelp,Quintay,protected,shallow,3,6,Calleporella,0
8272,Kelp,Quintay,protected,shallow,3,6,Chiton,0
8273,Kelp,Quintay,protected,shallow,3,6,Cirripedios,0
8274,Kelp,Quintay,protected,shallow,3,6,Crustaceo,0
8275,Kelp,Quintay,protected,shallow,3,6,Entalphora,0
